timestamp,open,high,low,close,volume
2025-10-14 21:00:00,200.61,200.76,200.53,200.72,2628.03
2025-10-14 21:01:00,200.73,200.73,200.44,200.46,1744.275
2025-10-14 21:02:00,200.46,200.67,200.44,200.44,580.679
2025-10-14 21:03:00,200.44,200.46,200.27,200.27,1195.818
2025-10-14 21:04:00,200.27,200.35,200.21,200.33,1171.312
2025-10-14 21:05:00,200.34,200.37,200.18,200.23,1017.13
2025-10-14 21:06:00,200.24,200.42,200.13,200.25,881.625
2025-10-14 21:07:00,200.25,200.53,200.25,200.4,600.08
2025-10-14 21:08:00,200.41,200.6,200.32,200.47,795.824
2025-10-14 21:09:00,200.47,200.5,200.11,200.11,1605.638
2025-10-14 21:10:00,200.11,200.13,199.88,199.95,1680.787
2025-10-14 21:11:00,199.95,199.95,199.62,199.79,1935.737
2025-10-14 21:12:00,199.78,199.78,199.35,199.42,3077.315
2025-10-14 21:13:00,199.42,199.45,199.02,199.06,2069.088
2025-10-14 21:14:00,199.06,199.06,198.61,198.76,4991.851
2025-10-14 21:15:00,198.77,199.12,198.68,198.87,3675.889
2025-10-14 21:16:00,198.86,198.98,198.64,198.67,2426.484
2025-10-14 21:17:00,198.67,199.05,198.61,199.03,1374.916
2025-10-14 21:18:00,199.03,199.03,198.82,198.94,677.49
2025-10-14 21:19:00,198.94,199.08,198.73,198.76,1727.343
2025-10-14 21:20:00,198.76,198.76,198.31,198.49,3261.196
2025-10-14 21:21:00,198.48,198.8,198.33,198.8,1452.473
2025-10-14 21:22:00,198.8,199.03,198.8,198.81,1330.274
2025-10-14 21:23:00,198.82,199.2,198.82,199.17,2447.812
2025-10-14 21:24:00,199.18,199.42,199.18,199.42,1553.061
2025-10-14 21:25:00,199.42,199.75,199.41,199.72,2045.833
2025-10-14 21:26:00,199.72,199.78,199.58,199.62,2489.001
2025-10-14 21:27:00,199.62,199.82,199.57,199.82,1285.461
2025-10-14 21:28:00,199.82,199.96,199.78,199.94,1875.923
2025-10-14 21:29:00,199.93,200.0,199.71,199.72,1348.053
2025-10-14 21:30:00,199.72,200.23,199.71,200.23,2254.022
2025-10-14 21:31:00,200.22,200.37,200.07,200.21,3222.823
2025-10-14 21:32:00,200.2,200.27,199.96,199.99,1799.466
2025-10-14 21:33:00,199.99,200.23,199.99,200.12,1732.025
2025-10-14 21:34:00,200.13,200.17,200.12,200.16,405.807
2025-10-14 21:35:00,200.16,200.35,200.16,200.3,1191.66
2025-10-14 21:36:00,200.29,200.47,200.29,200.46,1461.97
2025-10-14 21:37:00,200.46,200.46,200.03,200.04,870.314
2025-10-14 21:38:00,200.04,200.05,199.74,199.89,1003.582
2025-10-14 21:39:00,199.88,199.91,199.77,199.78,290.775
2025-10-14 21:40:00,199.78,200.13,199.78,199.92,1340.539
2025-10-14 21:41:00,199.92,200.13,199.92,200.13,292.838
2025-10-14 21:42:00,200.13,200.31,200.13,200.3,508.759
2025-10-14 21:43:00,200.31,200.47,200.25,200.47,1883.548
2025-10-14 21:44:00,200.47,200.55,200.39,200.4,1825.658
2025-10-14 21:45:00,200.39,200.58,200.39,200.56,1108.975
2025-10-14 21:46:00,200.57,200.57,200.12,200.17,1136.054
2025-10-14 21:47:00,200.16,200.44,200.16,200.2,985.034
2025-10-14 21:48:00,200.2,200.5,200.2,200.49,1082.18
2025-10-14 21:49:00,200.5,200.5,200.35,200.37,779.548
2025-10-14 21:50:00,200.37,200.55,200.37,200.54,675.435
2025-10-14 21:51:00,200.55,200.82,200.54,200.72,2160.46
2025-10-14 21:52:00,200.73,201.0,200.72,200.94,1801.81
2025-10-14 21:53:00,200.94,201.18,200.94,201.11,2289.774
2025-10-14 21:54:00,201.11,201.3,201.1,201.26,1739.295
2025-10-14 21:55:00,201.25,201.29,200.99,201.06,1093.535
2025-10-14 21:56:00,201.06,201.53,201.06,201.5,1985.719
2025-10-14 21:57:00,201.5,201.5,201.23,201.38,1271.967
2025-10-14 21:58:00,201.38,201.46,201.31,201.43,687.403
2025-10-14 21:59:00,201.42,201.42,201.18,201.23,1046.317
2025-10-14 22:00:00,201.24,201.85,201.24,201.78,3038.675
2025-10-14 22:01:00,201.78,202.05,201.42,201.67,1908.895
2025-10-14 22:02:00,201.66,201.84,201.51,201.62,684.371
2025-10-14 22:03:00,201.62,202.07,201.61,202.04,1992.518
2025-10-14 22:04:00,202.05,202.08,201.78,202.03,2794.081
2025-10-14 22:05:00,202.03,202.17,201.52,201.56,2122.168
2025-10-14 22:06:00,201.57,201.79,201.32,201.35,1880.848
2025-10-14 22:07:00,201.35,201.77,201.35,201.64,2015.121
2025-10-14 22:08:00,201.64,201.72,201.41,201.42,927.636
2025-10-14 22:09:00,201.41,201.55,201.32,201.47,2177.473
2025-10-14 22:10:00,201.47,201.87,201.47,201.83,2131.994
2025-10-14 22:11:00,201.82,201.94,201.62,201.84,2036.685
2025-10-14 22:12:00,201.85,201.94,201.77,201.79,727.486
2025-10-14 22:13:00,201.79,201.84,201.73,201.73,496.941
2025-10-14 22:14:00,201.72,201.76,201.5,201.5,1469.868
2025-10-14 22:15:00,201.5,201.65,201.47,201.59,717.605
2025-10-14 22:16:00,201.59,201.59,201.34,201.37,1273.238
2025-10-14 22:17:00,201.36,201.5,201.3,201.4,1865.157
2025-10-14 22:18:00,201.4,201.4,201.22,201.27,316.403
2025-10-14 22:19:00,201.26,201.34,201.18,201.32,506.155
2025-10-14 22:20:00,201.31,201.31,201.04,201.22,1875.244
2025-10-14 22:21:00,201.21,201.3,201.18,201.29,567.451
2025-10-14 22:22:00,201.3,201.4,201.29,201.4,282.523
2025-10-14 22:23:00,201.39,201.39,201.17,201.26,470.517
2025-10-14 22:24:00,201.27,201.36,201.22,201.32,598.269
2025-10-14 22:25:00,201.32,201.32,201.05,201.09,669.792
2025-10-14 22:26:00,201.1,201.32,201.09,201.32,1404.861
2025-10-14 22:27:00,201.32,201.43,201.24,201.24,532.782
2025-10-14 22:28:00,201.23,201.23,201.0,201.01,875.994
2025-10-14 22:29:00,201.0,201.03,200.9,200.98,1501.398
2025-10-14 22:30:00,200.98,201.04,200.96,200.99,1048.964
2025-10-14 22:31:00,200.99,201.1,200.57,200.75,2269.617
2025-10-14 22:32:00,200.75,200.78,200.63,200.74,598.872
2025-10-14 22:33:00,200.74,200.74,200.54,200.65,560.198
2025-10-14 22:34:00,200.66,200.78,200.65,200.78,792.191
2025-10-14 22:35:00,200.78,200.88,200.76,200.86,755.761
2025-10-14 22:36:00,200.86,200.94,200.72,200.72,2791.577
2025-10-14 22:37:00,200.73,201.0,200.7,200.8,1981.504
2025-10-14 22:38:00,200.8,201.12,200.72,201.09,1211.324
2025-10-14 22:39:00,201.09,201.12,201.07,201.11,393.669
2025-10-14 22:40:00,201.11,201.38,200.99,201.37,1859.927
2025-10-14 22:41:00,201.37,201.45,201.22,201.22,1069.074
2025-10-14 22:42:00,201.22,201.4,201.21,201.37,854.455
2025-10-14 22:43:00,201.36,201.37,201.1,201.32,2026.924
2025-10-14 22:44:00,201.32,201.37,201.14,201.27,819.182
2025-10-14 22:45:00,201.26,201.45,201.26,201.29,1220.448
2025-10-14 22:46:00,201.3,201.34,201.1,201.16,1602.814
2025-10-14 22:47:00,201.16,201.24,201.0,201.0,785.332
2025-10-14 22:48:00,201.0,201.05,200.65,200.68,1615.239
2025-10-14 22:49:00,200.67,200.73,200.57,200.57,650.3
2025-10-14 22:50:00,200.57,200.61,200.3,200.49,2495.404
2025-10-14 22:51:00,200.5,200.86,200.5,200.85,1134.681
2025-10-14 22:52:00,200.85,201.04,200.83,201.03,1007.083
2025-10-14 22:53:00,201.04,201.12,201.02,201.12,743.105
2025-10-14 22:54:00,201.11,201.37,201.1,201.37,1176.418
2025-10-14 22:55:00,201.37,201.78,201.37,201.78,1938.634
2025-10-14 22:56:00,201.79,201.8,201.68,201.8,1583.501
2025-10-14 22:57:00,201.8,201.83,201.57,201.57,633.096
2025-10-14 22:58:00,201.56,201.63,201.55,201.59,493.132
2025-10-14 22:59:00,201.59,201.62,201.41,201.44,468.562
2025-10-14 23:00:00,201.44,201.73,201.44,201.73,954.646
2025-10-14 23:01:00,201.74,201.97,201.74,201.97,859.964
2025-10-14 23:02:00,201.97,201.97,201.72,201.73,930.702
2025-10-14 23:03:00,201.73,201.99,201.71,201.99,1900.194
2025-10-14 23:04:00,201.99,202.22,201.99,202.17,2820.768
2025-10-14 23:05:00,202.17,202.44,202.16,202.24,2930.916
2025-10-14 23:06:00,202.25,202.43,202.25,202.34,1084.992
2025-10-14 23:07:00,202.34,202.38,202.16,202.21,1427.346
2025-10-14 23:08:00,202.21,202.49,202.19,202.44,1402.722
2025-10-14 23:09:00,202.44,202.77,202.44,202.76,2136.895
2025-10-14 23:10:00,202.75,202.88,202.67,202.84,2897.472
2025-10-14 23:11:00,202.85,202.99,202.77,202.84,1447.834
2025-10-14 23:12:00,202.84,202.9,202.43,202.44,1605.557
2025-10-14 23:13:00,202.45,202.62,202.42,202.6,802.248
2025-10-14 23:14:00,202.59,202.63,202.51,202.55,606.462
2025-10-14 23:15:00,202.56,202.8,202.51,202.57,942.092
2025-10-14 23:16:00,202.57,202.65,202.41,202.62,1006.069
2025-10-14 23:17:00,202.62,202.62,202.41,202.51,1996.703
2025-10-14 23:18:00,202.51,202.61,202.48,202.49,1069.471
2025-10-14 23:19:00,202.49,202.64,202.41,202.61,1130.946
2025-10-14 23:20:00,202.61,203.03,202.61,203.02,2423.211
2025-10-14 23:21:00,203.03,203.07,202.93,202.98,1275.439
2025-10-14 23:22:00,202.98,203.05,202.97,203.03,1939.101
2025-10-14 23:23:00,203.03,203.15,202.78,202.78,3949.697
2025-10-14 23:24:00,202.78,202.95,202.72,202.93,2213.73
2025-10-14 23:25:00,202.92,202.92,202.73,202.85,525.154
